1girl,1女孩
four-leaf_clover,四叶草
remote_control_vibrator,震动遥控器
bird_on_head,头上的鸟
leopard_print,豹纹
kote,小手
rubber_boots,橡胶靴
cat_ear_panties,猫耳造型内裤
shoe_dangle,用脚趾吊着鞋
collage,拼贴画
wide_ponytail,宽马尾
pink_scrunchie,粉色发束
covering_eyes,遮住眼睛
diffraction_spikes,衍射十字星
cupcake,纸杯蛋糕
white_scrunchie,白色发束
paint,油漆|涂料|颜料
grey_panties,灰色的内裤
lotion,防晒霜|身体乳
striker_unit,强袭兵装
shiranui_mai,不知火舞
orange_nails,橙色指甲
holding_scythe,手持镰刀
shell_casing,弹药匣
red_sleeves,红色的袖子
akizuki_ritsuko,秋月律子
shoulder_carry,肩扛
cheese,奶酪
paw_shoes,兽爪鞋
gaping,敞开的|撑开的（阴部和屁眼）
yellow_kimono,黄色和服
thank_you,感谢绘
tunic,束腰外衣
breast_curtains,乳帘
yunomi,茶碗
pinching,掐
moonlight,月光
keyhole,锁扣
lace_panties,蕾丝内裤
gem_uniform_(houseki_no_kuni),宝石之国的制服
arms_under_breasts,双手托胸
world_war_ii,第二次世界大战
hip_bones,髋骨
green_scarf,绿色围巾
urethra,尿道
sword_of_hisou,绯想之剑
au_ra,敖龙族
exercise,做运动
candy_cane,棒棒糖
domino_mask,SM面具
quad_tails,四马尾
flat_ass,贫瘠的屁股
fetal_position,曲腿至胸|蜷缩
pirate,海盗
goldfish,金鱼
corruption,恶堕|婊子化
reindeer_antlers,驯鹿角
on_shoulder,在肩上
star_in_eye,星星眼
wedding,结婚|婚礼
multiple_bows,多只蝴蝶结
stethoscope,听诊器
jealous,嫉妒的
abstract,抽象
kousaka_kirino,高坂桐乃
hand_in_panties,手伸进内裤里
quarter_note,四分之一音符
cross_hair_ornament,十字发饰
holding_dagger,手持匕首
padlock,挂锁
pudding,布丁
light_green_hair,浅绿色头发
huge_nipples,大乳头|长乳头
helmet_removed,摘下头盔|被摘下的头盔
fashion,时尚
volleyball,排球
single_sidelock,单耳前发
leg_lock,用双腿夹住
bangs_pinned_back,掀起的刘海
orange_footwear,橙色鞋类
kyuubi,九尾|九尾狐
single_detached_sleeve,单边没脱掉的袖子
dice,骰子
snot,鼻涕
kogal,小辣妹
pant_suit,女性穿着西服
ladder,梯子
latin_cross,拉丁式十字架
electric_fan,电风扇
aiming_at_viewer,瞄准了读者（的视角）
hand_on_another's_chest,手放在对方的胸前
seamed_legwear,接缝裤袜
ears_down,下垂的耳朵
brush,刷子
mole_on_thigh,大腿上有痣
zombie_pose,僵尸姿势
over-rim_eyewear,下半无框眼镜
torn_sleeves,破损的袖子
skirt_tug,扯住裙摆|按住裙摆
pink_apron,粉色围裙
crescent_earrings,月牙耳环
purple_wings,紫色翅膀
qing_guanmao,清代官帽
incredibly_absurdres,极高分辨率
flaming_eye,焰目
coattails,燕尾
ramen,拉面
pillarboxed,柱状画布背景
happy_valentine,情人节快乐
burn_scar,烧伤疤痕
subtitled,带字幕的
profanity,亵渎
trash_can,垃圾桶
bullpup,牛犊式枪械
duffel_bag,行李包
paddle,桨
soldier,士兵
shower_head,淋浴喷头
purple_choker,紫色项圈
looking_at_penis,看着阴茎
wet_swimsuit,湿泳衣
vibrator_under_clothes,衣服下的跳蛋
sunburst,日出时突现的光照
st._gloriana's_school_uniform,圣葛罗莉安娜女学园校服
wide_spread_legs,丰盈的大腿
bra_peek,微微露出胸罩
mitsudomoe_(shape),巴纹
green_hairband,绿色发带
fur-trimmed_hood,毛皮镶边风帽
owl,猫头鹰
orange_scrunchie,橙色发束
emiya_kiritsugu,卫宫切嗣
negligee,睡袍
soccer_ball,足球
ainu_clothes,阿伊努人的服饰
yorigami_shion,依神紫苑
spade_(shape),黑桃
seashell,海贝
come_hither,诱受
crossed_ankles,交叉脚踝
clitoral_stimulation,玩弄阴蒂
heart_pillow,心形枕头
shark,鲨鱼
strap_between_breasts,勒在乳房之间的带子
eyepatch_bikini,眼罩比基尼
breast_tattoo,胸部纹身
rose_print,玫瑰印花
mismatched_bikini,双色比基尼
coffee_cup,咖啡杯
anime_coloring,动画上色
sleepwear,睡衣
pig,猪
bass_guitar,贝斯
alternate_headwear,与原设不同头饰变化
pastry,油酥糕点
red_sclera,红色巩膜
wrestling_outfit,摔角服
shibari_over_clothes,着衣绑缚
nipple_rings,乳环
locker_room,更衣室
diagonal_bangs,斜刘海
brown_theme,棕色主题
snowflake_print,雪花印花
lifted_by_another,被对方掀起衣物
suspension,悬空捆绑
spandex,弹性纤维（衣物面料）
corrin_(fire_emblem)_(female),神威（女）
bandaid_on_pussy,阴部贴着创可贴
sigh,叹气
blue_belt,蓝色饰带
raincoat,雨衣
g-string,超细款丁字裤
blade,剑
embers,余烬
skirt_around_one_leg,一条腿上挂着短裙
orange_gloves,橙色的手套
orange_choker,橙色项圈
two-footed_footjob,用双脚腿交
mismatched_footwear,双色鞋子
sheep_girl,羊女孩
hishikawa_rikka,菱川六花
talons,鸟爪
shirt_removed,脱下衬衫
chef_hat,厨师帽
arm_held_back,手臂往后拉
shaved_ice,刨冰
yellow_scrunchie,黄色发束
sweets,糖果
hayami_kanade,速水奏
naoetsu_high_school_uniform,私立直江津高校制服
doll_hug,抱着玩偶
orgy,乱交
holding_panties,拿着内裤
black_cardigan,黑色开口衬衫
giving,递|赠送
walk-in,意外撞见|看到不该看的
cold,寒冷的
mallet,木槌
zero_suit,Zero装束
frilled_kimono,花边和服
wa_maid,和风女仆
cigar,雪茄
green_coat,绿色外套
asakura_ryouko,朝仓凉子
horizontal_pupils,横向瞳孔
calendar_(medium),日历
grey_coat,灰色外套
spacesuit,宇航服
sitting_on_face,颜面骑乘|阴部贴着脸
skull_and_crossbones,头骨和交叉的骨头
mouth_drool,嘴角画着口水滴形状的缺口
ooarai_military_uniform,大洗联队军装
white_theme,白色主题
arm_around_neck,单手搂着脖子
typo,印刷错误
ram_(re:zero),拉姆（Re:从零开始的异世界生活）
checkered_scarf,格子围巾
tuxedo,男式晚间小礼服
cum_on_boy,射在男性身上
holding_flag,手持旗帜
undersized_clothes,尺寸过小的衣服
ribbed_shirt,棱纹衬衫
bloom,盛开
pink_bodysuit,粉色紧身衣
nervous_smile,不安地微笑
green_sweater,绿色的毛衣
aoki_reika,青木丽华
prone_bone,俯卧后入
swirl_lollipop,漩涡棒棒糖
look-alike,撞脸
updo,头发往上蜷的发型
cum_on_stomach,射在嘴里
rice_bowl,碗
puckered_lips,撅起的嘴唇
suspender_shorts,吊带短裤
red_pupils,红色瞳孔
toothbrush,牙刷
princess,公主
futami_mami,双海真美
tombstone,墓碑
bit_gag,勒住嘴
rubbing_eyes,揉眼睛
open_shorts,敞开的短裤
plastic_bag,塑料袋
super_saiyan,超级赛亚人
screaming,尖叫
thigh_sex,素股|腿交
d-pad,方向键
millipen_(medium),毫厘笔作画（中号）
mohawk,莫霍克发型
spotlight,聚光灯
orc,半兽人
convenient_arm,遮住关键部位的手臂
nape,脖颈
bomber_jacket,飞行员夹克
shouji,障子
orange_theme,橙色
room,房间
on_lap,在膝盖上
beach_towel,沙滩巾
hair_spread_out,头发散落|头发散开
female_pov,女性视角
tam_o'_shanter,苏格兰平顶帽
power_symbol,电源符号
carpet,地毯
carrot_necklace,胡萝卜项链
creator_connection,同个原作者的角色们的同人
dusk,黄昏
black_headband,黑色头巾
flask,烧瓶
asphyxiation,窒息
yellow_legwear,黄色裤袜
egyptian_clothes,埃及风格服饰
tally,在身上计数|画正字
heart_tattoo,心形纹身
brown_ribbon,褐色丝带
red_sash,红色束腰
cameo,精彩片段
bakugou_katsuki,爆豪胜己
phimosis,包茎
hadanugi_dousa,光膀子
path,路径
talisman,画符
evening_gown,晚会礼服
hexagram,六角星
disembodied_head,分离的头
smiley_face,笑脸
number_tattoo,编号纹身
kamijou_touma,上条当麻
side_cutout,侧边开口的服饰
bow_bikini,带蝴蝶结的比基尼
multiple_earrings,多个耳环
sunrise,日出
arcueid_brunestud,爱尔奎特·布伦史塔德
triangle,三角形
smell,有气味的
faux_traditional_media,传统手绘风格
futa_with_male,扶她和男性
steam_censor,蒸汽马赛克|雾气马赛克
hill,小山坡
condom_on_penis,戴避孕套
broken_glass,碎玻璃
curry,咖喱
monkey_tail,猴尾
cover_image,封面图片
mouse_(computer),鼠标
russian_text,俄语
drumsticks,鼓槌
diadem,冠饰
ufo,不明飞行物
hamster,仓鼠
diving_mask,潜水面罩
cyclops,独眼巨人
purple_sleeves,紫色的袖子
multicolored_legwear,多色款腿部服饰
tree_shade,树荫
retrofit_(azur_lane),改造（碧蓝航线）
sink,水槽
pink-framed_eyewear,粉色镜框眼镜
fourth_wall,虚实穿插|连接到现实的感觉|次元壁
desert,沙漠
tri_tails,有三股辫子
short_sword,短剑
green_choker,绿色项圈
chainsaw,链锯
big_belly,大肚子
trick_or_treat,不给糖就捣蛋
bad_hands,手的画法错误
quill,羽毛笔
ice_cube,冰块
shared_scarf,共用一条围巾
cyberpunk,赛博朋克
striped_socks,横条袜
fur_coat,毛皮大衣
breast_bondage,绑乳
kashiwazaki_sena,柏崎星奈
eraser,橡皮擦
anal_fingering,手指刺激肛门
string_of_flags,彩旗串
black_scrunchie,黑色发束
tennis_uniform,网球衫
octarian,章鱼士兵
scratches,划痕|皮肤上的浅伤
torch,火炬
strangling,绞首
microdress,小尺寸连衣裙
kamado_nezuko,灶门祢豆子
spider_web_print,蛛网印花
cervix,子宫口
melting,融化
spatula,铲（厨具）
large_tail,大尾巴
driving,驾驶
satchel,背包
jellyfish,水母
finger_in_another's_mouth,手指在别人嘴里
phone_screen,手机屏幕
chitanda_eru,千反田爱瑠
holding_arrow,拉着弓
hikarizaka_private_high_school_uniform,私立光坂高等学校校服
studded_belt,镶钉皮带
cliff,悬崖
tribadism,磨豆腐
praying,祈祷
green_cape,绿色斗篷
d-pad_hair_ornament,方向键发饰
holding_sheath,握着刀鞘
feather-trimmed_sleeves,羽毛装饰的袖子
sideless_outfit,侧面没有布料的服饰
hand_on_hilt,手搁在刀柄上
samurai,武士
ritual_baton,笏板
purple_pants,紫色长裤
laffey_(azur_lane),拉菲（碧蓝航线）
oni_mask,鬼面
prayer_beads,念珠
enterprise_(azur_lane),企业（碧蓝航线）
restaurant,餐厅
red_umbrella,红色的伞
shading_eyes,遮阳手势
keyboard_(instrument),键盘乐器
calendar_(object),图中有日历
insignia,证章
matching_outfit,情侣装
dirty_face,弄脏的脸
sitting_on_desk,坐在课桌上
magical_musket,魔能枪
open_collar,解开的衣领
kirigiri_kyouko,雾切响子
fine_art_parody,模仿名画|模仿美术作品
creature_and_personification,拟人化（含对比）
amamiya_ren,雨宫莲
milk_bottle,奶瓶
sleeping_upright,（不躺着）睡觉|直立睡觉
clothed_pokemon,有衣着的口袋妖怪
open_skirt,敞开的裙子
cave,洞穴
caught,被发现|被抓现行
mechanical_parts,露出机损
horseback_riding,骑马
dessert,甜点
crotchless_panties,开档内裤
drawing_tablet,手绘板
starter_pokemon_trio,三只宝可梦御三家
ear_tag,耳标
strapless_bra,无肩带胸罩
hands_on_own_head,双手放在自己的头上
clitoral_hood,阴蒂包皮
racket,球拍
no_eyewear,去掉了（原设有的）眼镜
fur-trimmed_legwear,皮草修身长裤
broken_horn,断角
liquid,液体
hanekawa_tsubasa,羽川翼
sweater_around_waist,束在腰上的毛衣
spoken_anger_vein,表发怒的会话气泡
flower_(symbol),花（符号）
anzio_school_uniform,安齐奥校服
black_camisole,黑色吊带背心
when_you_see_it,把梗元素藏在图里
smelling,闻
butterfly_print,蝴蝶印花
black_tail,黑色尾巴
town,小镇
futami_ami,双海亚美
wire,电线|数据线
white_nails,白色指甲
st._gloriana's_military_uniform,圣葛罗莉安娜军装
tailcoat,燕尾服
dreadlocks,脏辫
festival,节日|祭典
enpera,（围巾束成的）乌贼鳍发型
bare_hips,裸臀
abstract_background,抽象背景
light_bulb,灯泡
lace-trimmed_dress,蕾丝边连衣裙
carrying_over_shoulder,肩扛
arabian_clothes,阿拉伯服饰
attack,攻击
tankini,坦基尼
naked_coat,裸体且披着大衣
cat_ear_headphones,猫耳式耳机
constellation,星座
chain_necklace,项链
hooded_cape,连帽斗篷
graffiti,涂鸦
single_vertical_stripe,露出单边服饰上的垂直条纹
akagi_(azur_lane),赤城（碧蓝航线）
white_headband,白色头带
whistle_around_neck,脖子上挂着口哨
pulled_by_another,被另一个人拉（或拉衣物）
pulling,拉
impossible_leotard,人体彩绘般的连身衣
white_cat,白猫
aida_mana,相田爱
mega_pokemon,Mega形态宝可梦
strappy_heels,带束带的高跟鞋
blue_cardigan,蓝色开襟衫
mini-hakkero,迷你八卦炉
surfboard,冲浪板
rocket_launcher,火箭筒
purple_cape,紫色斗篷
enoshima_junko,江之岛盾子
black_rose,黑玫瑰
striped_pants,条纹裤
plaid_bikini,格子呢比基尼
church,教堂
budget_sarashi,绷带裹胸
tie_clip,领带夹
jet,喷气式飞机
junketsu,神衣纯洁
yoga_pants,瑜伽裤
spilling,从容器中倒出液体的动作
black_apron,黑色围裙
sweatband,吸汗带
bolt_action,栓式枪机
hammer_and_sickle,锤子和镰刀
omelet,煎蛋卷
trumpet,小洋号
product_placement,植入广告
standing_on_liquid,站在水上或液体上
yorigami_jo'on,依神女苑
french_fries,薯条
vial,试管
holding_condom,拿着避孕套
holding_sign,手持招牌
moss,苔藓
briefs,男式内裤
amagi_yukiko,天城雪子
single_hair_intake,单侧进气口发型
turban,穆斯林头巾
glowstick,荧光棒|打call棒
fleeing,在逃跑的
belly_chain,脐链
gold_chain,金链子
denim_skirt,牛仔裙
manga_(object),图中有漫画
veranda,外廊|缘侧
covering_nipples,挡住乳头
thigh_ribbon,大腿系着缎带
tegaki,来自tegaki博客
stage_lights,舞台灯光
gown,女裙|女长服|女礼服
clothes_hanger,衣架
white_cardigan,白色开襟衫
nail,钉子|指甲
cat_hat,猫耳帽子
tail_bell,尾巴系着铃铛
clothes_down,褪下衣物
cat_print,猫元素印花
spread_fingers,张开手指
nib_pen_(medium),蘸水笔|钢笔
naked_sheet,裸体且裹着被子
ankle_socks,踝袜
akuma_homura,恶魔焰
scissor_blade,片太刀铗
grey_bow,灰色蝴蝶结
mop,拖把
mechanical_legs,机械义足
shako_cap,乐队礼帽
pool_ladder,泳池扶梯
kappougi,（烹饪时穿的）罩衫
holding_doll,抱着玩偶
bowl_hat,碗状帽子
aqua_skirt,水蓝色短裙
purple_shorts,紫色短裤
hands_on_headwear,双手碰到头上的饰物
potato_chips,薯片
multicolored_wings,有多种颜色的翅膀
dreaming,做梦
whale,鲸鱼
penis_grab,抓着阴茎
oversized_animal,巨大生物
vertical-striped_skirt,竖条纹裙子
purple_scarf,紫色围巾
dust,灰尘
reverse_upright_straddle,反向直立跨骑|背面坐体位
spanked,打屁股
vector_trace,矢量图
laurel_crown,桂冠
tusks,象牙
pill,药丸
setsubun,节分习俗
tongue_piercing,打舌钉
vocaloid_append,V家歌手的头戴设备
sleep_molestation,睡奸
akaza_akari,赤座灯里
korean_clothes,韩服
impossible_bodysuit,人体彩绘般的紧身衣
sketchbook,素描本
shuriken,手里剑
three-dimensional_maneuver_gear,立体机动装置
long_pointy_ears,尖尖的长耳朵
gusset,（缝在衣服上以放大、加固等的）衬料
crotch_rub,胯部摩擦
tamamo_no_mae_(swimsuit_lancer)_(fate),玉藻前（泳装）
team_rocket,火箭队
bandaged_head,绑着绷带的头
ribbon-trimmed_skirt,缎带饰边短裙
sweet_potato,甘薯
yu-gi-oh!_gx,游戏王GX
boxing_gloves,拳套
blur_censor,模糊打码
wind_chime,风铃
turtle,龟
nose_bubble,鼻涕泡
car_interior,汽车内饰
bad_proportions,坏的人体比例
nengajou,年贺状
hands_on_lap,双手放在两腿之间
teenage,青少年|青少年化
plunging_neckline,深领
prehensile_hair,活体头发|可念动的头发
child_on_child,孩子们
inflatable_toy,充气玩具
beamed_sixteenth_notes,十六分音符
ankle_lace-up,脚踝系带
afro,鸟窝头|爆炸头
flower_earrings,花耳环
clothed_animal,有衣着的动物
baseball,棒球
wife_and_wife,百合夫妇
taiyaki,鲷鱼烧
wooden_bucket,木桶
pink_sleeves,粉色袖子
grimace,（因痛苦、厌恶等）做怪相
in_bucket,（角色）在桶里
wreath,花环
scepter,笏
symmetry,左右对称
clothed_masturbation,隔衣自慰
black_feathers,黑色羽毛
have_to_pee,憋尿
crepe,可丽饼
warship,军舰
shared_umbrella,相合伞
school_hat,通学帽
comb,梳子
wrestling,摔角（运动）
high_contrast,高对比度
cube,立方体
birthday_cake,生日蛋糕
picture_(object),图中有照片或其他图片
skewer,签子
on_table,在桌子上
tanuki,狸
boxers,拳击手
transparent_umbrella,透明雨伞
swim_briefs,泳裤
tripping,被绊倒
purple_coat,紫色外套
drawer,抽屉
spinning,有中心的旋转
failure,失败
cheek_pinching,捏脸颊
borrowed_garments,男友的衣服
blue_serafuku,蓝色水手服
bb_(swimsuit_mooncancer)_(fate),泳装BB
between_thighs,（强调）大腿之间
flute,笛
union_jack,米字旗
barrel,桶子
stray_pubic_hair,沾着阴毛|掉落的阴毛
pillow_grab,抓着枕头
corpse,尸体
bunny_pose,兔耳pose
squid,乌贼|鱿鱼
sports_bikini,运动比基尼
red_sky,红色的天空
orange_kimono,橙色和服
counter,柜台
clover_hair_ornament,三叶草发饰
turnaround,前后身对比图
back_tattoo,背部纹身
tokkuri,清酒瓶
covered_face,蒙脸
katsuki_yuuri,胜生勇利
lion,狮子
mating_press,授精体位
spider_girl,蜘蛛娘
harvin,矮人族
toast,烤吐司
juice_box,盒装饮料
cheek_poking,戳脸颊
soap,肥皂
holding_cat,抱着猫
caustics,焦散
hanfu,汉服
cocktail_glass,鸡尾酒杯
chaps,皮套裤
black_hakama,黑色的袴
bite_mark,咬痕
head_bump,头上起包
gate,门
spear_the_gungnir,神枪朗基努斯
safety_pin,曲别针
low_twin_braids,低双辫
stone,石头
porkpie_hat,道士帽
heart_hands_duo,两个人一起用手比心
vending_machine,自动售货机
holding_basket,提着篮子
column_lineup,立绘并列
polka_dot_bra,圆斑胸罩
hand_in_another's_hair,手放在对方的头发上
light_trail,光线移动的轨迹
akeome,新年伊始
nose_piercing,鼻子有穿孔
alarm_clock,闹钟
volleyball_uniform,排球服
pocky_day,百奇日
energy_ball,能量球
chart,图表
daisy,雏菊
69,69（体位）
torn_shorts,破损的短裤
yellow_choker,黄色项圈
burning,燃烧
blood_stain,血迹
naked_cape,裸体披风|裸体斗篷
fried_egg,煎蛋|荷包蛋
brown_cape,棕色斗篷
under_table,在桌子下面
squirrel,松鼠
head_back,弓背高潮
tissue,纸巾|手帕
dominatrix,女王（SM中）
orange_shorts,橙色短裤
ok_sign,OK手势
multicolored_gloves,多色款手套
strawberry_shortcake,草莓蛋糕|镶草莓的糕点
rainbow_order,彩虹色序排列
prostitution,卖春
bow-shaped_hair,蝴蝶结发
keychain,钥匙扣
if_they_mated,假如这两个角色有孩子了
large_hat,大帽子
holding_paintbrush,手握画笔
aqua_dress,水蓝色连衣裙
pointer,指示棒
impregnation,受精图
train_station,车站
striped_sleeves,条纹袖子
snake_tail,蛇尾
circle_cut,单行本概念预告图
lace_bra,蕾丝胸罩
bound_ankles,绑脚踝
watering_can,水壶
purple_sweater,紫色毛衣
lemon_slice,柠檬片
shrimp,虾
checkered_kimono,格子和服
traffic_light,信号灯
whisk,搅拌
rabbit_house_uniform,点兔兔之家制服
pearl_(gemstone),珍珠
shared_food,共享食物|用嘴递食物
hairdressing,梳理头发|扎辫子
rug,小地毯
fluffy,毛茸茸的
drill,钻头
akagi_miria,赤城米莉亚
skull_earrings,骷髅耳环
harem_outfit,舞娘服
yellow_bra,黄色胸罩
orange_scarf,橙色围巾
harem,后宫
tape_gag,嘴里贴着胶布并被绑起来
blake_belladonna,布蕾克·贝拉多娜
multicolored_bodysuit,多色款连体衣
happy_tears,开心的眼泪
board_game,棋盘游戏
sesshouin_kiara,杀生院祈荒
in_food,（角色）在食物里
dixie_cup_hat,狗盆帽
chasing,追逐
footprints,脚印
star_choker,星形项圈
sidesaddle,侧坐在鞍上
you're_doing_it_wrong,使用方法错误
m4_carbine,m4卡宾枪
refrigerator,冰箱
ceiling_light,顶灯
pale_color,苍白的颜色
bandaid_on_arm,手臂上贴着创可贴
monkey,猴子
identity_censor,眼部打码
color_guide,色标卡
gatling_gun,加特林机枪
android_18,人造人18号
strawberry_print,草莓印花
railroad_tracks,轨道
bomb,炸弹
tennis_racket,网球拍
destruction,破坏
faucet,水龙头
cloud_print,云状印花
stripper_pole,钢管舞用的钢管
crossbow,弩
beltbra,皮带束胸
poncho,穗饰披巾|雨披
hitachi_magic_wand,震动棒|按摩棒
cafe,咖啡馆
condom_packet_strip,避孕套包装
spoken_sweatdrop,表（流汗）无语的会话气泡
pond,池塘
cockpit,外套
dirty_clothes,弄脏的衣服
butler,管家
bardiche,雷光战斧
anti-materiel_rifle,反器材步枪
doyagao,得意脸
alternate_form,与原设不同形态变化
holding_syringe,手持注射器
body_hair,体毛
akatsuki_kirika,晓切歌
spitting,从嘴里吐出液体的动作
dove,白鸽
looking_at_phone,看手机
fishing,钓鱼
bandage_on_face,贴有绷带的脸
drone,无人机
full_nelson,双肩下握颈体位
sinon,诗乃|诗乃（SAO）
champagne_flute,香槟杯
shima_rin,志摩凛
after_kiss,接吻后
aqua_ribbon,水蓝色丝带
aegis_(persona),艾吉斯（女神异闻录）
multicolored_bikini,多色款比基尼
straitjacket,拘束服
no_wings,去掉了（原设有的）翅膀
alley,小巷
mace,权杖
winged_helmet,带翅膀的头盔
selfcest,（同一人但不同版本或形象）自攻自受
ink,墨水|颜料
purple_sky,紫色的天空
brown_sailor_collar,棕色水手领
mixed_media,手绘和数绘并存风格
yellow_vest,黄色背心
impossible_dress,过分紧身的衣服
mask_pull,拉着口罩
spider,蜘蛛
sparks,火星子
surprise_kiss,惊喜之吻|意外之吻
purple_sailor_collar,紫色水手领
frilled_capelet,花边披肩
tickling,挠痒痒
freediving,潜水（泳姿不限）
briefcase,公文包
mimikaki,采耳
leg_belt,腿部系着带子
dolphin,海豚
artificial_vagina,飞机杯
variations,（变装、变化、变色、成长）对比图
pussy_juice_puddle,爱液流成的滩
sticker,贴纸
roller_skates,旱冰鞋
pain,疼痛
hands_on_own_thighs,双手放在自己的大腿上
plectrum,拨片
on_person,在人身上
open_bra,（前面）解开的胸罩
fellatio_gesture,摆着口交的手势
pole_dancing,钢管舞
circle_name,封绘署名
tube,管子
gorget,护喉|护喉甲|颈甲
missile,导弹
hooves,蹄子
voyakiloid,弱音（歌手）
eastern_dragon,东方龙
character_print,印着某角色
rubble,瓦砾
barcode_tattoo,条形码纹身
tanabata,七夕
frilled_ribbon,花边缎带
overskirt,外裙|套裙
bird_on_hand,手上的鸟
yellow-framed_eyewear,黄框眼镜
light_areolae,有光泽的乳晕
skull_print,骷髅印花
pocky_kiss,百奇游戏
fine_fabric_emphasis,精细的面料感|超还原的丝袜
buck_teeth,龅牙
shinsengumi,新选组
kuromorimine_school_uniform,黑森峰女子学园校服
patch,补丁
implied_futanari,暗示其是扶她
holly,冬青
confession,表白
breasts_on_head,压在头上的乳房
beam_rifle,激光步枪
andou_(girls_und_panzer),安藤（少女与战车）
adjusting_gloves,拨弄手套
song_name,歌名
breast_smother,埋胸|洗面奶
wooden_sword,木剑
fanny_pack,腰包
cabinet,储藏柜
pink_hoodie,粉色连帽衫
yasogami_school_uniform,八十神高中校服
thighhighs_pull,拉着长袜|拉着过膝袜|拉着裤袜
helm,戴着头盔的
chiyoda_momo,千代田桃
asui_tsuyu,蛙吹梅雨
super_robot,超级机器人
puffy_shorts,蓬蓬的短裤
swing,摆动
nail_art,美甲
through_clothes,隔着衣物爱抚
coral,珊瑚
cousins,表亲
red_armor,红色盔甲
dress_tug,压住裙摆
scarlet_devil_mansion,红魔馆
reflective_floor,反光地板
holding_pencil,手持铅笔
confused,困惑
tangzhuang,唐装
aerial_fireworks,空中烟火
spring_(season),春季
baseball_uniform,棒球服
pokemon_on_head,头上的口袋妖怪
biker_clothes,自行车运动服
seigaiha,青海波（日本古画素材）
radio_antenna,无线电天线
menu,菜单
insect_wings,昆虫翅膀
flexing,秀肌肉
white_suit,白色西装
starry_sky_print,星空印花
after_paizuri,乳交后
tarot,塔罗牌
hair_in_mouth,嘴里有头发
german_clothes,德国服装
palms,手掌
aino_minako,爱野美奈子
incoming_gift,递礼物
plaid_background,格子呢背景
in_the_face,有某物冲到脸上
hair_brush,梳子
breasts_on_glass,胸压玻璃
ofuda_on_clothes,衣服上贴着符纸
ribbon_bondage,被丝带捆住|人捆成礼物的样子
leaning_on_object,靠在物体上
naginata,薙刀
lip_piercing,唇钉
autobot,汽车人
monsterification,魔物化
cucumber,黄瓜
marker,记号笔|记号笔写的标记
dowsing_rod,占星杖
beckoning,招手
yae_sakura,八重樱
green-framed_eyewear,绿框眼镜
pencil_dress,铅笔裙
messy,身上有凌乱的污渍
untucked_shirt,解开的衬衫
stuck,壁尻
cherry_blossom_print,樱花印花
barbell_piercing,杠铃穿刺
milk_carton,牛奶盒
kamiya_nao,神谷奈绪
chocolate_bar,巧克力板
pink_vest,粉色背心
horned_helmet,带角头盔
role_reversal,角色转换
teasing,戏弄
other_focus,性别不定的非人角色
crotch_plate,裆部有特别覆盖物
claw_(weapon),爪（武器）
star_necklace,星形项链
bondage_outfit,束缚服
unconscious,失神
projected_inset,类似海报或杂志的插图效果
blinds,百叶窗
lounge_chair,躺椅
fish_girl,鱼人
embellished_costume,经润饰的服装
mechanical_pencil,出芯笔
wheel,车轮
heckler_&_koch,黑克勒-科赫制系列武器
faux_figurine,仿手办风格
chandelier,吊灯
red_cloak,红色披风
wooden_wall,木墙
leotard_pull,剥开连衣裤
hakurei_reimu_(cosplay),角色cos灵梦
color_connection,色彩关联
sorcerer's_sutra_scroll,大空卷轴
peeking,偷窥
polo_shirt,马球衫
crease,起皱
health_bar,血量槽|HP|血条
bikini_top_removed,脱下了比基尼上衣
two-handed,用双手
latex_bodysuit,连体乳胶衣
shikigami,式神
hikimayu,引眉
yu-gi-oh!_5d's,游戏王5D'S
stiletto_heels,细跟高跟鞋
bamboo_broom,竹扫帚
old_woman,老妇
german_text,德语
sunburst_background,旭日纹背景
bishamonten's_pagoda,毘沙门天宝塔
groin_tendon,腹股沟肌腱
cupless_bra,高露出度胸罩
striped_gloves,条纹手套
fireflies,萤火虫
large_insertion,巨根插入
holding_whip,握着鞭子
video_game,电子游戏
cuddling,拥抱
hagoita,羽子板
suppressor,消音器
red_cross,红十字
bowing,鞠躬
spiked_tail,带刺的尾巴
futa_with_futa,两个扶她
ushanka,俄罗斯冬帽
spine,脊柱
checkerboard_cookie,棋盘曲奇
graveyard,墓地
taut_dress,绷紧的连衣裙
staff_(music),工作人员（音乐）
different_reflection,映出的另一面
orange_legwear,橙色裤袜
lipstick_tube,口红管
choko_(cup),猪口杯
shallow_water,浅水
fingers,手指
instrument_case,乐器盒
pentacle,五芒星印
bear_hair_ornament,熊印花头饰
holding_sack,拎着包袱
reach-around,从背后伸手过来刺激性伴侣
visible_air,被画出来的空气
hexagon,六边形
fff_threesome,女女女3P
eagle,鹰
single_gauntlet,单手穿着护臂
naked_hoodie,裸体且穿着连帽衫
head_between_breasts,头埋在胸里|洗面奶
strap-on,戴着假阴茎
ramune,波子汽水
notepad,便条簿
mahjong,麻将
kusazuri,腹当|草摺
power_suit,动能服
wisteria,紫藤
aqua_theme,水蓝色
whipped_cream,生奶油
puffy_detached_sleeves,蓬蓬的袖子
office,办公室
gamagoori_ira,蟇郡苛
funami_yui,船见结衣
pacifier,奶嘴
perineum,会阴
sakugawa_school_uniform,栅川中学校服
kirigaya_suguha,桐谷直叶
japanese_flag,日本国旗
beach_chair,沙滩椅
